Linux 6.8.0-1013-linux-64k (hsun-code-machine) 	03/10/2025 	_aarch64_	(72 CPU)

02:57:46 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:02:06 PM     all      5.84      0.00      2.35      0.00      0.00     91.81
03:02:07 PM     all      6.16      0.00      3.02      0.00      0.00     90.82
03:02:08 PM     all      5.42      0.00      1.17      0.00      0.00     93.41
03:02:09 PM     all      6.47      0.00      1.14      0.01      0.00     92.38
03:02:10 PM     all      6.15      0.00      1.08      0.00      0.00     92.76
03:02:11 PM     all      5.94      0.00      1.02      0.01      0.00     93.03
03:02:12 PM     all      6.45      0.00      4.01      0.00      0.00     89.54
03:02:13 PM     all      5.21      0.00      1.25      0.00      0.00     93.54
03:02:14 PM     all      5.51      0.00      0.93      0.00      0.00     93.56
03:02:15 PM     all      5.51      0.00      1.07      0.00      0.00     93.42
03:02:16 PM     all      5.92      0.00      1.05      0.03      0.00     93.00
03:02:17 PM     all      7.08      0.00      4.22      0.03      0.00     88.67
03:02:18 PM     all      5.17      0.00      1.21      0.00      0.00     93.62
03:02:19 PM     all      5.72      0.00      0.85      0.01      0.00     93.42
03:02:20 PM     all      5.58      0.00      0.97      0.00      0.00     93.45
03:02:21 PM     all      5.39      0.00      0.96      0.01      0.00     93.63
03:02:22 PM     all      5.38      0.00      1.25      0.03      0.00     93.34
03:02:23 PM     all      6.90      0.00      3.59      0.00      0.00     89.52
03:02:24 PM     all      5.09      0.00      1.23      0.01      0.00     93.67
03:02:25 PM     all      5.86      0.00      1.04      0.00      0.00     93.10
03:02:26 PM     all      5.42      0.00      0.72      0.00      0.00     93.86
03:02:27 PM     all      5.36      0.00      1.11      0.01      0.00     93.51
03:02:28 PM     all      6.68      0.00      3.76      0.00      0.00     89.57
03:02:29 PM     all      5.14      0.00      1.06      0.00      0.00     93.80
03:02:30 PM     all      5.87      0.00      0.87      0.00      0.00     93.25
03:02:31 PM     all      6.25      0.00      0.78      0.01      0.00     92.96
03:02:32 PM     all      4.43      0.00      0.97      0.00      0.00     94.60
03:02:33 PM     all      6.80      0.00      3.35      0.00      0.00     89.85
03:02:34 PM     all      5.63      0.00      1.52      0.00      0.00     92.85
03:02:35 PM     all      5.32      0.00      0.96      0.00      0.00     93.72
03:02:36 PM     all      5.54      0.00      0.96      0.01      0.00     93.49
03:02:37 PM     all      5.50      0.00      0.99      0.01      0.00     93.50
03:02:38 PM     all      4.82      0.00      1.07      0.00      0.00     94.10
03:02:39 PM     all      7.08      0.00      4.04      0.01      0.00     88.87
03:02:40 PM     all      5.17      0.00      0.85      0.00      0.00     93.98
03:02:41 PM     all      5.91      0.00      0.92      0.01      0.00     93.16
03:02:42 PM     all      5.57      0.00      1.03      0.00      0.00     93.40
03:02:43 PM     all      5.81      0.00      0.86      0.00      0.00     93.33
03:02:44 PM     all      6.09      0.00      3.63      0.01      0.00     90.26
03:02:45 PM     all      5.85      0.00      1.32      0.00      0.00     92.83
03:02:46 PM     all      5.74      0.00      1.11      0.03      0.00     93.11
03:02:47 PM     all      5.70      0.00      1.06      0.00      0.00     93.25
03:02:48 PM     all      5.21      0.00      1.17      0.00      0.00     93.63
03:02:49 PM     all      6.09      0.00      1.88      0.01      0.00     92.02
03:02:50 PM     all      6.06      0.00      3.22      0.00      0.00     90.72
03:02:51 PM     all      6.25      0.00      1.09      0.00      0.00     92.66
03:02:52 PM     all      5.80      0.00      1.06      0.00      0.00     93.14
03:02:53 PM     all      5.63      0.00      1.39      0.03      0.00     92.95
03:02:54 PM     all      6.15      0.00      1.29      0.01      0.00     92.55
03:02:55 PM     all      6.97      0.00      3.90      0.00      0.00     89.13
03:02:56 PM     all      5.66      0.00      1.11      0.00      0.00     93.23
03:02:57 PM     all      6.24      0.00      1.00      0.00      0.00     92.76
03:02:58 PM     all      4.79      0.00      1.23      0.01      0.00     93.97
03:02:59 PM     all      5.26      0.00      1.43      0.00      0.00     93.31
03:03:00 PM     all      6.95      0.00      3.98      0.00      0.00     89.07
03:03:01 PM     all      5.55      0.00      1.05      0.01      0.00     93.39
03:03:02 PM     all      5.82      0.00      1.09      0.00      0.00     93.09
03:03:03 PM     all      5.50      0.00      1.18      0.04      0.00     93.27
03:03:04 PM     all      5.02      0.00      1.28      0.00      0.00     93.70
03:03:05 PM     all      5.62      0.00      1.27      0.06      0.00     93.06
03:03:06 PM     all      6.84      0.00      3.74      0.01      0.00     89.40
03:03:07 PM     all      5.62      0.00      1.22      0.00      0.00     93.15
03:03:08 PM     all      5.83      0.00      0.99      0.00      0.00     93.18
03:03:09 PM     all      6.35      0.00      1.29      0.00      0.00     92.36
03:03:10 PM     all      5.28      0.00      1.27      0.00      0.00     93.45
03:03:11 PM     all      7.40      0.00      3.88      0.01      0.00     88.70
03:03:12 PM     all      5.46      0.00      1.24      0.01      0.00     93.29
03:03:13 PM     all      5.10      0.00      1.05      0.03      0.00     93.82
03:03:14 PM     all      5.58      0.00      1.34      0.00      0.00     93.09
03:03:15 PM     all      5.32      0.00      1.26      0.00      0.00     93.41
03:03:16 PM     all      6.64      0.00      3.30      0.00      0.00     90.06
03:03:17 PM     all      6.40      0.00      2.37      0.01      0.00     91.21
03:03:18 PM     all      5.82      0.00      0.81      0.00      0.00     93.37
03:03:19 PM     all      5.09      0.00      1.06      0.00      0.00     93.85
03:03:20 PM     all      5.77      0.00      1.04      0.01      0.00     93.17
03:03:21 PM     all      4.82      0.00      0.92      0.00      0.00     94.26
03:03:22 PM     all      6.97      0.00      3.72      0.00      0.00     89.31
03:03:23 PM     all      6.14      0.00      0.93      0.03      0.00     92.90
03:03:24 PM     all      5.98      0.00      1.29      0.04      0.00     92.68
03:03:25 PM     all      4.88      0.00      1.17      0.00      0.00     93.95
03:03:26 PM     all      5.74      0.00      1.01      0.00      0.00     93.25
03:03:27 PM     all      6.88      0.00      3.70      0.03      0.00     89.40
03:03:28 PM     all      5.81      0.00      1.06      0.00      0.00     93.13
03:03:29 PM     all      0.69      0.00      1.36      0.00      0.00     97.94
03:03:30 PM     all      0.45      0.00      1.00      0.00      0.00     98.55
03:03:31 PM     all      0.26      0.00      0.08      0.00      0.00     99.65
03:03:32 PM     all      0.53      0.00      0.47      0.00      0.00     99.00


Average:        all      5.79      0.00      2.53      0.01      0.00     91.66
