Linux 6.8.0-1013-linux-64k (hsun-code-machine) 	03/11/2025 	_aarch64_	(72 CPU)

01:27:26 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:30:27 AM     all     86.00      0.00      6.41      0.00      0.00      7.60
01:30:28 AM     all     89.63      0.00      1.23      0.00      0.00      9.14
01:30:29 AM     all     90.06      0.00      1.17      0.00      0.00      8.77
01:30:30 AM     all     89.87      0.00      1.02      0.00      0.00      9.11
01:30:31 AM     all     83.35      0.00      1.05      0.01      0.00     15.59
01:30:32 AM     all     89.99      0.00      1.05      0.00      0.00      8.96
01:30:33 AM     all     86.05      0.00      6.38      0.00      0.00      7.57
01:30:34 AM     all     90.19      0.00      1.12      0.00      0.00      8.69
01:30:35 AM     all     90.15      0.00      1.02      0.00      0.00      8.82
01:30:36 AM     all     84.13      0.00      1.08      0.00      0.00     14.79
01:30:37 AM     all     90.02      0.00      1.02      0.00      0.00      8.96
01:30:38 AM     all     88.45      0.00      3.34      0.00      0.00      8.21
01:30:39 AM     all     87.52      0.00      4.18      0.00      0.00      8.30
01:30:40 AM     all     89.62      0.00      1.16      0.00      0.00      9.21
01:30:41 AM     all     83.45      0.00      1.08      0.00      0.00     15.47
01:30:42 AM     all     89.82      0.00      1.10      0.00      0.00      9.07
01:30:43 AM     all     89.86      0.00      1.15      0.00      0.00      8.99
01:30:44 AM     all     85.73      0.00      6.35      0.00      0.00      7.92
01:30:45 AM     all     90.16      0.00      1.43      0.00      0.00      8.40
01:30:46 AM     all     90.14      0.00      1.90      0.00      0.00      7.96
01:30:47 AM     all     82.54      0.00      1.81      0.04      0.00     15.61
01:30:48 AM     all     89.96      0.00      1.93      0.00      0.00      8.10
01:30:49 AM     all     90.10      0.00      2.00      0.00      0.00      7.90
01:30:50 AM     all     86.02      0.00      6.88      0.03      0.00      7.08
01:30:51 AM     all     90.30      0.00      1.80      0.00      0.00      7.90
01:30:52 AM     all     83.05      0.00      1.74      0.00      0.00     15.21
01:30:53 AM     all     90.31      0.00      1.88      0.01      0.00      7.79
01:30:54 AM     all     90.23      0.00      2.09      0.00      0.00      7.69
01:30:55 AM     all     87.65      0.00      4.86      0.00      0.00      7.49
01:30:56 AM     all     88.36      0.00      4.03      0.00      0.00      7.60
01:30:57 AM     all     74.03      0.00      7.36      0.01      0.00     18.59
01:30:58 AM     all      0.33      0.00     67.94      0.06      0.00     31.67
01:30:59 AM     all      0.82      0.00     67.45      0.00      0.00     31.72
01:31:00 AM     all     54.06      0.00      3.55      0.00      0.00     42.39
01:31:01 AM     all     83.93      0.00      7.10      0.01      0.00      8.95
01:31:02 AM     all     87.76      0.00      1.99      0.00      0.00     10.25
01:31:03 AM     all     88.29      0.00      2.00      0.01      0.00      9.70
01:31:04 AM     all     88.49      0.00      2.08      0.01      0.00      9.41
01:31:05 AM     all     80.59      0.00      2.05      0.04      0.00     17.32
